"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged"
"355",47209891,"Youthful Daze - Season 2! Hit teen web series!","Webseries","Film & Video","USD","10/16/13",5000,"9/16/13 22:11",30,"failed",4,"US",30
"356",2046487892,"XIVX Clothing Apparel","Apparel","Fashion","USD","7/14/15",7000,"5/15/15 17:47",0,"failed",0,"US",0
"357",35516139,"FIRST TIME EVER: You can sing on the studio album","Rock","Music","CAD","5/31/17",599,"4/1/17 10:59",65,"failed",3,"CA",18.74
"358",2033491666,"ARTS AHOY is an innovative program for kids in hospitals.","Art","Art","USD","6/17/15",45000,"5/6/15 20:06",5055,"failed",41,"US",5055
"359",1462362844,"Made in the Lower East Side: miLES Storefront Transformer","Design","Design","USD","10/19/13",32000,"9/19/13 14:33",33991,"successful",306,"US",33991
"360",1975050163,"Betsy Landsteiner Records an Unnamed, 6 song EP","Pop","Music","USD","2/13/12",1500,"12/15/11 19:10",1530,"successful",38,"US",1530
"361",206763394,"Come and sing! Free festive workshop with Reading Chorale","Classical Music","Music","GBP","10/12/15",2350,"9/12/15 14:34",2410,"successful",64,"GB",3722.07
"362",1541652212,"Euphoria: Build a Better Dystopia","Tabletop Games","Games","USD","6/13/13",15000,"5/15/13 16:29",309495.75,"successful",4765,"US",309495.75
"363",1065743475,"Religioncast","Audio","Journalism","USD","6/6/15",1000,"5/7/15 22:44",1051,"successful",15,"US",1051
"364",1453836826,"Jubilee: The Land, the People, the Story","People","Photography","USD","5/16/15",6500,"4/1/15 17:28",31,"failed",1,"US",31
"365",2091982284,"Healing Choices Farm","Farms","Food","USD","5/9/15",6000,"3/10/15 0:16",0,"failed",0,"US",0
"366",1671608384,"the Karms - California Checkers (Canceled)","Tabletop Games","Games","USD","10/12/14",10000,"9/12/14 23:53",1158,"canceled",19,"US",1158
"367",237048864,"Shoe Art Exhibition","Mixed Media","Art","USD","5/21/15",400,"4/21/15 3:18",0,"failed",0,"US",0
"368",269011466,"Family of Something Strange","Shorts","Film & Video","USD","10/10/11",500,"9/20/11 16:56",505,"successful",14,"US",505
"369",445204680,"The Divine Comedy Show","Plays","Theater","GBP","9/26/16",700,"8/27/16 12:37",720.01,"successful",27,"GB",211.31
"370",331905521,"Dowel Pin Guide for Precision Assembly","Fabrication Tools","Technology","USD","11/18/14",1250,"10/21/14 3:55",1352,"successful",37,"US",1352
"371",1598968319,"Alt Screen: New York's Alternative Movie Hub","Publishing","Publishing","USD","2/18/12",16000,"1/28/12 20:34",16000,"successful",265,"US",16000
"372",626740437,"Antoine's Cookie Shop is opening a bakery in the Bay Area!","Restaurants","Food","USD","8/4/14",50000,"6/21/14 19:22",0,"canceled",0,"US",0
"373",396839919,"25 famous women from history--an e-book about their lives.","Nonfiction","Publishing","USD","12/8/12",2000,"11/8/12 3:40",18,"failed",4,"US",18
"374",1590827440,"Emerson - Pictures of an Exhibitionist","Documentary","Film & Video","CAD","10/2/15",7000,"9/2/15 9:13",9395,"successful",23,"CA",7140.85
"375",1058240403,"Tucson Hop Shop...Your Craft Beer Destination.","Drinks","Food","USD","7/23/15",10000,"7/8/15 14:39",13763,"successful",82,"US",13763
"376",1719094977,"S'ALL GOOD Apparel","Apparel","Fashion","USD","2/4/16",5000,"1/5/16 4:19",100,"failed",1,"US",100
"377",798194396,"'PENARTH': The Web Series","Webseries","Film & Video","GBP","11/17/14",2650,"10/18/14 12:54",5,"failed",2,"GB",8.04
"378",337409814,"I See Moolongz","Publishing","Publishing","USD","8/19/14",2750,"8/11/14 16:06",3050,"successful",64,"US",3050
"379",1489109970,"Lets get OTB up on our feet and Produce some T-Shirts!","Music","Music","USD","10/22/12",1500,"8/23/12 5:07",441,"failed",7,"US",441
"380",883623966,"MY HAPPY LIFE","Apps","Technology","USD","1/1/15",5000,"12/2/14 21:07",25,"failed",1,"US",25
"381",1804115572,"Credits: A Webseries","Webseries","Film & Video","USD","5/26/15",10000,"4/28/15 22:23",10696,"successful",67,"US",10696
"382",1859915420,"My Little Dress Couture- Designed by YOU! 1st Retail Store","Childrenswear","Fashion","USD","5/28/15",50000,"4/13/15 18:11",170,"failed",3,"US",170
"383",455005146,"Ustad Nizami ""Peace Of Soul"" CD","World Music","Music","USD","7/31/11",789,"7/1/11 0:48",961,"successful",16,"US",961
"384",99734658,"WHY ANYTHING - WHY NOT NOTHING - GOD - SCIENCE - EVOLUTION","Nonfiction","Publishing","AUD","1/16/14",1e+05,"12/7/13 7:59",70,"failed",2,"AU",63.43
"385",1718972037,"The Apocalypse Ocean","Fiction","Publishing","USD","10/19/11",10000,"9/19/11 20:56",11652.19,"successful",191,"US",11652.19
"386",1835203275,"Crosswinds (Canceled)","Video Games","Games","USD","7/1/15",4000,"5/11/15 19:50",150,"canceled",4,"US",150
"387",1264223572,"US ARMY Playing Cards by Jackson Robinson","Playing Cards","Games","USD","2/13/15",9500,"1/24/15 18:59",21692,"successful",589,"US",21692
"388",984590245,"Arrieros Somos","Web","Technology","MXN","1/28/18",60000,"11/29/17 2:38",0,"live",0,"MX",0
"389",117828622,"X Enemy","Video Games","Games","MXN","6/21/17",1e+05,"4/22/17 15:01",0,"failed",0,"MX",0
"390",905517597,"WildCraft Soda: Botanical sodas from wildcrafted ingredients","Food","Food","USD","1/17/13",2500,"12/18/12 20:26",4082,"successful",58,"US",4082
"391",961005047,"Mama City Improv Festival 2017","Comedy","Theater","USD","8/17/17",15000,"7/18/17 11:04",589,"canceled",17,"US",35
"392",1049358311,"MyBookTable 3","Web","Technology","USD","9/30/16",5000,"8/27/16 22:28",9865,"successful",227,"US",695
"393",2114129651,"""Serial Killer X"" The Epitome of Horrorcore-Rap, Album/Tour","Hip-Hop","Music","USD","11/25/14",5000,"10/26/14 22:55",0,"canceled",0,"US",0
"394",216399560,"Bacon-Wrapped Filet Mignon","Bacon","Food","USD","8/7/14",25,"7/8/14 23:41",0,"failed",0,"US",0
"395",28316513,"Sam St. Michael Designs ~ Help make 15 years of creativity come to LIFE!","Fashion","Fashion","USD","9/17/10",5250,"7/30/10 23:01",838,"failed",13,"US",838
"396",2052954871,"The Hate Collective - The Debut Album","Rock","Music","GBP","11/20/13",2500,"10/21/13 21:12",0,"failed",0,"GB",0
"397",4006477,"Imperial Clothes","Fashion","Fashion","USD","2/1/12",5000,"12/3/11 20:59",0,"failed",0,"US",0
"398",398667507,"Send THE BRAVEST, THE BOLDEST Overseas & Beyond!","Shorts","Film & Video","USD","1/30/15",8000,"12/26/14 20:10",14038,"successful",88,"US",14038
"399",861133229,"BLACK OCTOBER (Canceled)","Narrative Film","Film & Video","USD","4/11/12",60000,"3/15/12 21:40",0,"canceled",0,"US",0
"400",1888145735,"TRUMP INSULTS PLAYING CARDS AND E-BOOK: COLLECTOR ITEMS","Playing Cards","Games","USD","9/19/16",1200,"8/3/16 20:20",675,"failed",34,"US",255
"401",1042838362,"You scribble + Me draw = Your art.","Illustration","Art","CAD","4/3/17",1250,"3/4/17 1:27",30,"canceled",1,"CA",22.47
"402",314972187,"About Face Youth Theatre presents WHAT'S THE T","Theater","Theater","USD","7/13/12",10000,"6/21/12 18:05",10300,"successful",138,"US",10300
"403",1747192988,"SINK STRAINER (Canceled)","Product Design","Design","USD","10/9/14",50000,"8/25/14 1:42",1436,"canceled",37,"US",1436
"404",1257959912,"""Ruth's Locket"" ... Could you remember your first love?","Narrative Film","Film & Video","USD","11/16/10",1500,"9/27/10 16:59",0,"failed",0,"US",0
"405",558542064,"Build a Streaming Network and Community","Web","Technology","EUR","3/15/17",2000,"2/13/17 19:35",25,"failed",1,"DE",0
"406",1058781504,"Mancinis pizza campaign to move to larger location","Restaurants","Food","USD","10/30/14",8000,"9/15/14 18:26",9480,"successful",63,"US",9480
"407",706554961,"Play Tape","Games","Games","USD","11/26/15",2250,"10/27/15 11:54",295,"failed",9,"US",295
"408",2009560663,"Help HEARTbeats make an EP!","Music","Music","USD","5/24/17",6500,"4/19/17 1:13",0,"canceled",0,"US",0
"409",742308485,"Batman v Iron Man : The Jokers [CGI short film]","Animation","Film & Video","USD","4/16/15",96000,"3/12/15 18:00",2524,"failed",69,"US",2524
"410",1457203558,"Plaster of Paradise","Nonfiction","Publishing","USD","12/22/11",5000,"11/10/11 4:43",6793,"successful",95,"US",6793
"411",112287163,"Worlds of Pulp by Scaldcrow Games","Tabletop Games","Games","USD","3/1/13",2500,"1/31/13 4:06",3071,"successful",49,"US",3071
"412",1761606948,"Siggie Lodoen: The World's First No Bounce Sports Bra","Apparel","Fashion","USD","12/25/17",26500,"11/25/17 20:17",55029,"successful",632,"US",1689
"413",1805017476,"Secrets of the Universe Occult and Philosophical Publication","Comics","Comics","USD","4/28/12",1111,"3/29/12 21:01",0,"failed",0,"US",0
"414",1831305290,"Sci-fi Classics Enamel Pins | Pin Stash | Series 1","Art","Art","USD","7/26/17",1750,"6/26/17 18:59",2761,"successful",106,"US",69
"415",1666436561,"Lone Wolf McCray Season 2 (Comedy Webisode Series).","Comedy","Film & Video","USD","11/17/15",10000,"10/8/15 21:55",0,"failed",0,"US",0
"416",1682223279,"Retort Emergency Feeding - 3 - 5 yr shelf life, ready to eat","Food","Food","USD","11/30/14",125000,"10/20/14 15:40",0,"failed",0,"US",0
"417",5217919,"Mom Wants To Take Our Music on the Road!","Indie Rock","Music","USD","4/22/11",3000,"3/21/11 23:59",3150,"successful",50,"US",3150
"418",1465316999,"Tom's Birthday Surprise","Children's Books","Publishing","AUD","5/12/16",20600,"4/12/16 10:17",2241,"failed",25,"AU",1694
"419",131813271,"Box of Curiosities","Illustration","Art","CAD","8/23/14",1150,"7/24/14 2:22",1437,"successful",36,"CA",1337.9
"420",713935215,"Progressive-Flow - Workflow Manager","Software","Technology","EUR","7/10/17",2000,"6/10/17 13:32",10,"failed",1,"AT",0
"421",1494301312,"Decibeles Urbanos 3.2 o del arrítmico Ícaro","Theater","Theater","MXN","7/18/17",80000,"6/18/17 20:24",2650,"failed",10,"MX",41.87
"422",1778872277,"The Most Fun I've Ever Had With My Pants On (Canceled)","Narrative Film","Film & Video","USD","11/18/11",50000,"9/19/11 15:20",1623,"canceled",26,"US",1623
"423",786843833,"Reservoir Hill: A Diverse Baltimore Neighborhood","Nonfiction","Publishing","USD","5/6/12",3000,"4/6/12 5:13",3000,"successful",9,"US",3000
"424",249390573,"Story Station Skulls","Sculpture","Art","USD","2/27/12",3500,"1/28/12 20:45",272,"failed",8,"US",272
"425",63531005,"Plastic Jesus","Shorts","Film & Video","USD","10/10/11",8000,"8/26/11 4:39",950,"failed",9,"US",950
"426",334448821,"Empire of the Dead: REQUIEM","Tabletop Games","Games","GBP","3/26/13",5000,"2/14/13 9:23",92848.5,"successful",623,"GB",145612.73
"427",2105173189,"Devastation Playing Cards","Playing Cards","Games","USD","10/1/15",19000,"9/1/15 18:00",45522.2,"successful",693,"US",45522.2
"428",659793980,"City of Lost Souls reprint","Comic Books","Comics","GBP","12/1/15",250,"11/6/15 17:07",411,"successful",31,"GB",632.3
"429",411389782,"Impact Reducing Face-mask Clip","Wearables","Technology","USD","4/28/17",30000,"3/29/17 20:57",344,"failed",9,"US",167
"430",2097856455,"Gringoyo's New Video Will Give Migrants The Last Laugh!","Video","Journalism","USD","9/2/14",5000,"8/25/14 8:01",6019.69,"successful",103,"US",6019.69
"431",230178369,"A is for Asparagoose: A Plant + Animal ABC Book","Children's Books","Publishing","USD","5/18/17",8000,"4/18/17 18:05",9511,"successful",132,"US",3336
"432",2020024391,"Blow Trophy Inflatable Fantasy Football Championship Trophy","Product Design","Design","USD","1/21/17",5000,"12/30/16 19:00",5050,"successful",13,"US",171
"433",247945568,"Photo Enjoyment 4 Everyone","Nature","Photography","AUD","12/17/14",5000,"11/17/14 20:42",0,"failed",0,"AU",0
"434",1049498496,"Nate Fredrick ""Save Me One Last Dance"" EP","Music","Music","USD","9/7/14",3500,"8/8/14 18:49",175,"failed",4,"US",175
"435",1560530532,"OH! Juice - Lettuce Juice!","Drinks","Food","USD","5/1/15",55000,"4/1/15 9:08",55642.78,"successful",335,"US",55642.78
"436",1848157323,"3 Spice Presents","Performances","Dance","USD","1/3/18",1500,"12/4/17 19:29",1500,"live",35,"US",50
"437",509984175,"Genna Design Jewellery and 3D Printing - 'Expansion'","Printing","Crafts","GBP","7/5/15",1500,"6/3/15 14:59",2095,"successful",59,"GB",3185.11
"438",834675776,"Shabbey Road - fund my next album","Music","Music","GBP","5/2/17",3000,"3/3/17 14:03",934,"failed",34,"GB",198.98
"439",1197633171,"Yellow Submarine at Coachella 2012","Art","Art","USD","4/3/12",850,"2/12/12 3:02",1,"failed",1,"US",1
"440",1274435268,"Now Next Dance Summer 2014","Dance","Dance","USD","7/12/14",5000,"6/17/14 17:42",5141,"successful",80,"US",5141
"441",1521643654,"Inheritance","Shorts","Film & Video","USD","5/12/15",20000,"4/12/15 5:32",20310,"successful",138,"US",20310
"442",246899931,"Las Naciones Sabran Album","Pop","Music","USD","10/1/12",4000,"9/1/12 2:48",25,"failed",1,"US",25
"443",788659732,"LOOPHOLE // The First Rubber Ring Phone Grip","Product Design","Design","USD","12/31/16",7500,"12/3/16 1:17",7672,"successful",139,"US",1907
"444",809374103,"Help fund C-Phresh's New Album","Hip-Hop","Music","USD","1/26/12",2500,"12/16/11 21:20",100,"failed",2,"US",100
"445",1096973778,"Car Footprints - Automatic tax deductions (Canceled)","Gadgets","Technology","USD","12/6/14",35000,"10/22/14 7:50",3195,"canceled",10,"US",3195
"446",1244823479,"IS-BE - Chapter 1: Breath of Fresh Air - Debut Album","Music","Music","USD","2/10/13",10000,"1/11/13 21:49",0,"canceled",0,"US",0
"447",1870012926,"Brand New Album from Crystal Lewis","Pop","Music","USD","7/1/13",40000,"6/1/13 8:00",41100.25,"successful",399,"US",41100.25
"448",1646007855,"INSHALLAH CLOTHING","Apparel","Fashion","USD","6/18/15",50000,"5/5/15 1:02",0,"failed",0,"US",0
"449",1547637888,"Cannallure","Crafts","Crafts","USD","3/17/16",250000,"2/16/16 23:53",51,"failed",2,"US",51
"450",1130415290,"Help Me Unlock the Inner Potential of Kids thru Kung Fu","Children's Books","Publishing","USD","7/2/15",30000,"6/2/15 14:05",130,"failed",2,"US",130
"451",1132509366,"TheArtistPost.com Mobile App","Apps","Technology","USD","11/13/15",1000,"9/29/15 2:43",1000.5,"successful",9,"US",1000.5
"452",526762460,"Block Party Sports (PC, Mac, Linux)","Video Games","Games","USD","7/13/15",500,"6/13/15 22:12",35,"failed",7,"US",35
"453",860778241,"Elle Ward: Senior Thesis Collection","Fashion","Fashion","USD","9/12/12",5000,"8/13/12 23:34",841,"failed",16,"US",841
"454",1476152813,"Yellow Humphrey Makes an Album!","Classical Music","Music","USD","3/13/11",2400,"1/12/11 23:18",2495,"successful",47,"US",2495
"455",2083625005,"Sailor Moon Sailor Senshi Enamel Pin Kickstarter","Illustration","Art","CAD","12/31/17",2100,"12/15/17 20:39",1163,"failed",31,"CA",0
"456",506465664,"Creating a book of British places taken as extreme HDR","Digital Art","Art","GBP","4/17/15",20000,"3/13/15 17:04",0,"failed",0,"GB",0
"457",2052348015,"Women's Watches Reimagined","Jewelry","Fashion","USD","10/20/15",15000,"9/10/15 17:46",27076,"successful",67,"US",27076
"458",1433599479,"From Demos to Records: The Comeback Album","Indie Rock","Music","USD","7/1/13",10000,"5/2/13 22:16",2461,"failed",83,"US",2461
"459",385492985,"Rep&Red Artists' Starter!","Comics","Comics","USD","3/22/14",3000,"2/20/14 4:56",1348.5,"failed",34,"US",1348.5
"460",1898823074,"The Mirror","Drama","Film & Video","AUD","8/7/15",700,"7/8/15 7:17",0,"failed",0,"AU",0
"461",866498253,"Sledger : Jamaica's First 3-D Documentary","Documentary","Film & Video","USD","12/9/12",30000,"10/25/12 23:38",61,"failed",4,"US",61
"462",329581847,"Iconic Images Collection of Famous Faces, Infamous Places","Publishing","Publishing","USD","10/3/11",3700,"8/24/11 8:10",345,"failed",12,"US",345
"463",764339762,"CRAIG THE GENIE - Pilot Episode","Film & Video","Film & Video","USD","6/22/13",42000,"5/23/13 1:20",43458.18,"successful",1579,"US",43458.18
"464",203297730,"The Barren Spring (Feature Film Finish)","Narrative Film","Film & Video","USD","5/12/11",300,"5/3/11 6:05",325,"successful",7,"US",325
"465",890661577,"Mastering Authentic Charisma","People","Photography","USD","3/22/17",50000,"2/20/17 15:48",4,"failed",4,"US",0
"466",328325271,"apngasm - FOSS Animated PNG tools and APNG standardization","Software","Technology","USD","9/9/13",5000,"8/10/13 3:01",10433.96,"successful",522,"US",10433.96
"467",1026680547,"Greeting cards with scientists","Graphic Design","Design","USD","10/5/17",3000,"9/5/17 13:45",65,"failed",6,"US",55
"468",674841709,"Beasts Wings & Warriors - Art Fantasy Photography Nude Men","Fine Art","Photography","USD","9/14/15",1200,"8/7/15 5:52",163,"failed",3,"US",163
"469",1042699091,"Brandhout (Canceled)","Design","Design","EUR","3/26/15",10000,"2/24/15 7:13",55,"canceled",1,"NL",62.61
"470",1894897869,"EGYPT is Recording a NEW SINGLE!  *Wishing on a Star*","Music","Music","USD","12/20/12",1700,"11/20/12 3:35",755,"failed",7,"US",755
"471",1885905876,"Fix our streets with modular pavements","Design","Design","USD","5/18/11",20000,"4/18/11 15:40",3893.72,"failed",30,"US",3893.72
"472",137866999,"Cannabis Art Oil Painting Series","Painting","Art","USD","12/3/12",10000,"10/4/12 21:44",61,"failed",3,"US",61
"473",341866954,"Create authentic spice blends and prepared foods.","Small Batch","Food","USD","6/12/17",5000,"5/13/17 1:35",1375,"failed",21,"US",250
"474",452775107,"NOT ONE MORE FOOT OF LAND!","Theater","Theater","USD","2/10/12",3000,"1/12/12 3:34",5,"failed",1,"US",5
"475",2008839221,"Olde E","Festivals","Film & Video","USD","6/3/15",5500,"5/6/15 21:01",6100,"successful",141,"US",6100
"476",1447346560,"Retail: A Retail Saga comedy film by Brad Foster","Comedy","Film & Video","USD","10/13/16",19000,"9/7/16 5:02",4620,"failed",17,"US",16
"477",129986021,"Boise's Mushroom Blue Cheese Beef Jerky","Food","Food","USD","10/14/15",5000,"9/14/15 22:02",5105,"successful",121,"US",5105
"478",1459007725,"""The Manninos"" Reality TV Show (Canceled)","Television","Film & Video","USD","2/16/15",50000,"1/17/15 4:46",100,"canceled",1,"US",100
"479",1313768282,"Community building through locally sourced food and global recipes","Food","Food","USD","10/31/10",1200,"10/8/10 1:36",135,"failed",3,"US",135
"480",2125652020,"Scented Plush Animals ""Scentimals""","Crafts","Crafts","USD","3/4/17",10000,"2/2/17 11:34",180,"failed",4,"US",45
"481",692998274,"Months of 2012","Painting","Art","USD","1/1/12",2600,"12/1/11 18:00",0,"failed",0,"US",0
"482",135960071,"Tales of Chiefs/Warriors: A cry of men in face of destiny.","Performance Art","Art","USD","1/23/15",700,"1/9/15 23:24",0,"failed",0,"US",0
"483",815321701,"BL?FISH- THE WORLD'S 1ST GENDER NEUTRAL CLOTHING COMPANY","Fashion","Fashion","USD","7/4/16",25000,"6/4/16 3:02",25322,"successful",178,"US",25322
"484",1815946706,"The Mighty Flea - The Jazz Guitar Amp That Goes Where You Go","Sound","Technology","EUR","10/19/16",8000,"9/19/16 20:08",2347,"failed",12,"BE",2457.18
"485",1453028942,"Blue - BA Capstone Project","Shorts","Film & Video","USD","3/1/12",1250,"2/9/12 18:52",3905,"successful",34,"US",3905
"486",862287494,"Gnssclothing Kawaii Sweaters (Canceled)","Apparel","Fashion","USD","8/28/15",3500,"7/9/15 17:59",0,"canceled",0,"US",0
"487",1756667433,"Street Art T-Shirts","Fashion","Fashion","USD","10/31/12",1000,"10/1/12 23:52",1120,"successful",18,"US",1120
"488",796688570,"Voidwalker","Video Games","Games","USD","11/30/13",40000,"10/21/13 8:55",1831,"failed",40,"US",1831
"489",922913805,"Sergeant Decay #1","Comics","Comics","CAD","10/16/17",13000,"9/16/17 0:57",240,"canceled",3,"CA",0
"490",1311243350,"Peter Fletcher's Christmas Album","Classical Music","Music","USD","4/29/15",3000,"3/30/15 20:44",3608,"successful",71,"US",3608
"491",485458527,"Recording Budget Kickstart!!","Music","Music","USD","3/13/12",1500,"1/13/12 2:44",0,"failed",0,"US",0
"492",479641808,"""Lord Why Can't I Do Right?""  The Inspirational Musical","Theater","Theater","USD","4/4/14",80000,"3/5/14 1:05",175,"failed",3,"US",175
"493",132325313,"Meet Cute: A Collection of First Encounters","Anthologies","Publishing","USD","12/16/16",3000,"11/8/16 16:47",981,"canceled",37,"US",140
"494",1591817522,"La Plaza","Shorts","Film & Video","USD","3/8/16",8000,"1/8/16 2:48",1195,"failed",17,"US",1195
"495",1709342648,"A Journey Through History Across America's Longest Highway","Photography","Photography","USD","8/16/12",3000,"7/17/12 19:15",3162,"successful",53,"US",3162
"496",1751755151,"Pizza, Spaghetti e Mandolino - Italian Mafia Game (Canceled)","Tabletop Games","Games","EUR","7/24/16",20000,"6/29/16 13:06",190,"canceled",10,"IT",209.94
"497",328303166,"June Sky Rockets: HAT's Program","Hardware","Technology","USD","1/2/13",850,"12/1/12 4:24",461,"failed",16,"US",461
"498",1503268025,"Build The NuKhaos Brand!","Apparel","Fashion","USD","4/1/15",550,"1/31/15 18:10",63,"failed",2,"US",63
"499",1272678612,"Arday's Lifeline-Unemployment Movie","Documentary","Film & Video","USD","10/28/10",25000,"9/28/10 3:26",25,"failed",1,"US",25
"500",1308293224,"Moroccan Combos","Design","Design","EUR","8/21/17",10000,"7/7/17 7:19",1702,"failed",8,"NL",856.1
"501",597542989,"Maksimatic Bullet Universal Spill Preventing Cup Holder","Product Design","Design","USD","7/1/15",60000,"6/1/15 21:46",24746,"failed",107,"US",24746
"502",2122569186,"Infastrap - The only multipurpose gym lifting strap","Product Design","Design","USD","7/4/13",5000,"6/4/13 23:03",6399,"successful",204,"US",6399
"503",1686436178,"Help us complete our new album!","Rock","Music","USD","9/15/15",1300,"8/16/15 22:19",1300,"successful",5,"US",1300
"504",494381255,"Survivor Type (Canceled)","Shorts","Film & Video","GBP","7/3/13",1200,"5/24/13 20:33",0,"canceled",0,"GB",0
"505",1948741513,"Alpha - The World's Best Keychain.","Fashion","Fashion","USD","1/14/14",5000,"12/14/13 0:40",12506.01,"successful",477,"US",12506.01
"506",1099222787,"Play With The Colors of the Great Smoky Mountains","Crafts","Crafts","USD","3/7/14",1400,"2/5/14 20:00",635,"failed",15,"US",635
"507",436350618,"Equal Opportunity Ice Cream!","Food","Food","USD","7/25/14",100,"7/9/14 17:54",10,"failed",1,"US",10
"508",2004369337,"GUARDIANS OF THE ANCIENT WISDOM POST-PUNK INDIE GOTH 1981","Indie Rock","Music","GBP","8/23/14",2500,"7/16/14 16:36",1567.66,"failed",56,"GB",2677.75
"509",114045110,"Electric Bikes the Vintage way","Product Design","Design","USD","12/17/17",10000,"11/27/17 18:13",11.11,"failed",1,"US",0
"510",198513422,"alpARTgata zapatillas pintadas a mano","Footwear","Fashion","EUR","3/23/16",25000,"2/23/16 6:34",5627,"failed",87,"ES",6252.74
"511",844262838,"""Carpe Diem"" hand painted prints, apparel and cards","Graphic Design","Design","USD","2/8/13",4000,"1/2/13 21:51",4,"failed",1,"US",4
"512",510409720,"Hopi - A Documentary in Progress","Film & Video","Film & Video","USD","4/6/14",6000,"3/7/14 20:56",6030,"successful",44,"US",6030
"513",828088969,"EBOLA...WHEN THE TIME COMES WILL YOU BE READY?","Movie Theaters","Film & Video","USD","10/20/15",1600000,"8/21/15 17:02",0,"failed",0,"US",0
"514",644825775,"Eco Step Socks - Soft Bamboo Socks","Fashion","Fashion","USD","4/29/13",12000,"3/30/13 7:32",3161,"failed",90,"US",3161
"515",1505840803,"Helforstout Debut Album fund","Rock","Music","USD","4/29/13",3000,"3/29/13 23:19",3596,"successful",60,"US",3596
"516",474827738,"Online Gaming Troop Statistics","Software","Technology","USD","4/22/14",30000,"3/8/14 9:20",5,"failed",1,"US",5
"517",106079827,"MD-Pen [Minimal & Durable pen]","Product Design","Design","USD","8/9/12",7500,"7/10/12 1:49",14660,"successful",321,"US",14660
"518",67265825,"PowearIN: A Wearable Tech Jacket Beyond Your Imagination!","Wearables","Technology","USD","12/11/15",80000,"10/22/15 15:49",7556,"canceled",24,"US",7556
"519",1548914459,"Milly's Kitchen Bakery","Restaurants","Food","USD","11/2/14",300,"10/3/14 21:33",0,"failed",0,"US",0
"520",1341060572,"4TFY - An Affordable VPN For All","Software","Technology","AUD","8/9/17",25000,"7/10/17 2:22",115167,"successful",850,"AU",2182.5
"521",1173510206,"AllHands","Software","Technology","CAD","5/6/16",5000,"4/6/16 21:06",536,"failed",9,"CA",409.34
"522",704495061,"Wild Thing Prints","Nature","Photography","USD","9/27/15",5000,"8/28/15 20:16",145,"failed",2,"US",145
"523",1934979159,"Headed South - Phil Haymaker's New Album","Music","Music","USD","6/15/12",3500,"5/16/12 1:52",515,"failed",8,"US",515
"524",685907977,"For You I Try","Music Videos","Film & Video","USD","9/15/14",3000,"8/25/14 4:26",164,"failed",4,"US",164
"525",336270506,"PhoneFlare: A Campus Safety App","Apps","Technology","USD","10/21/16",2000,"8/22/16 5:28",2039,"successful",24,"US",20
"526",1288994863,"Vaudeville/Variety Show meets The Rat Pack","Theater","Theater","USD","8/14/11",5000,"7/15/11 18:31",0,"failed",0,"US",0
"527",817219414,"Help Publish: All Roads Lead to Pasta","Publishing","Publishing","USD","4/23/14",10000,"3/12/14 19:21",11509,"successful",82,"US",11509
"528",2045976484,"The Flatiron","Documentary","Film & Video","USD","8/20/11",25000,"6/21/11 5:32",5910,"failed",48,"US",5910
"529",900275001,"BikeBar -- Lateral stability bar for roof rack bike mounts.","Product Design","Design","USD","2/15/15",18000,"1/16/15 16:55",715,"failed",13,"US",715
"530",452270170,"Ultra Slim Laptop with Android 5.1 running Remix OS 2.0","Hardware","Technology","USD","8/5/16",75000,"6/21/16 0:44",136665,"successful",1130,"US",116090
"531",1050593358,"""Safely Through"": an EP by Cathy Little","Indie Rock","Music","USD","7/1/11",3000,"6/1/11 6:29",100,"failed",3,"US",100
"532",1406303600,"Project: Theos' Cafe","Restaurants","Food","USD","8/21/14",55000,"7/22/14 0:33",6905,"failed",11,"US",6905
"533",520047053,"Dismantled's ""Can't See The Top"" Music Video Fundraiser","Film & Video","Film & Video","USD","2/14/13",500,"1/15/13 12:20",2785,"successful",57,"US",2785
"534",1398282191,"Moose In May: An Epic First Week of Life For Twin Calves","Photography","Photography","USD","8/20/13",14300,"7/17/13 22:07",14470,"successful",60,"US",14470
"535",911854934,"Fate of the World Online: a game about climate change","Video Games","Games","GBP","10/29/17",60000,"9/26/17 14:10",7200.53,"failed",203,"GB",1061.85
"536",421750593,"XRATED (Canceled)","Hip-Hop","Music","USD","4/23/16",5000,"3/16/16 17:00",12,"canceled",1,"US",12
"537",296342016,"Worse Than Poop!","Family","Film & Video","USD","6/1/14",21000,"4/23/14 2:44",25155,"successful",263,"US",25155
"538",293642378,"WhatElse (Canceled)","Technology","Technology","USD","8/10/14",30000,"7/11/14 18:37",61,"canceled",3,"US",61
"539",325865810,"Mind Magnet - Watch for teaching children to stay on task","Wearables","Technology","USD","7/11/17",25000,"6/11/17 19:15",0,"canceled",0,"US",0
"540",913177872,"March to DCI","Music","Music","USD","3/3/12",1200,"1/21/12 4:39",125.26,"failed",8,"US",125.26
"541",35968005,"Ms.Holmes 'Ten' - album printing + music video!","Pop","Music","CAD","3/2/15",4500,"2/9/15 14:17",4608.61,"successful",62,"CA",3679.09
"542",2018881307,"Moros: A Hard Boiled Hero","Comic Books","Comics","USD","5/9/15",1500,"4/8/15 14:01",1655,"successful",39,"US",1655
"543",1267059872,"Short Story Treasures","Fiction","Publishing","USD","9/9/17",15000,"9/2/17 3:47",1,"failed",1,"US",0
